8009_3#10 8009_3#4 8009_3#1 8009_3#11 8009_3#12 8009_3#2 8009_3#13 8009_3#3 8009_3#6 8009_3#9 8009_3#5 8009_3#8 8009_3#7
BPAG_0001362501-mRNA-1 5621 3006 4503 4022 8736 3445 3942 3006 2962 1827 2644 1666 502
BPAG_0001362601-mRNA-1 1655 699 1110 1174 1863 794 912 615 1644 1132 2314 1676 1200
BPAG_0001362901-mRNA-1 5711 2995 7782 6700 6029 4239 3988 3227 5241 2720 2797 988 526
BPAG_0001363001-mRNA-1 112 56 82 65 61 27 61 41 279 219 162 125 37
BPAG_0001363101-mRNA-1 3295 1278 2943 2705 4405 2269 2339 1541 4124 2448 4575 3268 2273
BPAG_0001363401-mRNA-1 932 467 1328 772 928 846 681 696 1505 814 3924 1924 1146
BPAG_0001363501-mRNA-1 135 74 91 117 1063 221 103 68 71 62 1786 1851 33
BPAG_0001363601-mRNA-1 3 2 16 10 37 3 3 1 5 8 107 151 3
BPAG_0001363701-mRNA-1 73 19 45 59 195 10 19 10 59 39 755 578 10
BPAG_0001363801-mRNA-1 2297 955 1333 1311 1570 843 1161 747 3146 2395 3584 2201 496
BPAG_0001363901-mRNA-1 1306 772 618 316 401 323 238 299 852 401 1298 600 428
BPAG_0001364001-mRNA-1 29 19 45 31 33 21 35 38 91 47 80 44 92
BPAG_0001364101-mRNA-1 1603 1741 5730 1592 2379 3284 1520 2361 7775 1828 9364 3068 5197
BPAG_0001364301-mRNA-1 291 132 398 340 381 161 308 208 504 313 600 343 288
BPAG_0001364401-mRNA-1 512 224 590 517 655 310 445 293 690 437 876 589 395
BPAG_0001364501-mRNA-1 34 15 12 10 24 8 9 7 15 5 17936 6096 11
BPAG_0001364601-mRNA-1 397 197 424 217 184 125 84 103 28 12 597 490 59
BPAG_0001364801-mRNA-1 919 518 1312 853 855 652 753 661 2359 1099 3380 1390 1264
BPAG_0001365001-mRNA-1 0 0 1 1 2 0 0 0 605 524 2 0 1
BPAG_0001365101-mRNA-1 0 1 0 0 0 0 0 0 293 204 1 1 1
BPAG_0001365201-mRNA-1 0 0 0 1 1 0 1 0 534 456 2 2 0
BPAG_0001365301-mRNA-1 1027 433 1259 1038 1281 560 867 582 1067 671 2081 1102 1270
BPAG_0001365401-mRNA-1 1817 773 3815 3791 3568 1287 3318 1734 5138 3812 4224 2884 4759
BPAG_0001365501-mRNA-1 1646 776 1142 761 1012 771 1043 912 1667 802 1839 863 853
BPAG_0001365601-mRNA-1 78 72 107 33 20 15 36 44 82 27 48 9 76
BPAG_0001365701-mRNA-1 1337 1547 1851 1246 1289 1068 877 868 1286 748 613 391 347
BPAG_0001365801-mRNA-1 3995 2978 2767 1884 1502 1524 798 988 1124 590 756 354 1137
BPAG_0001365901-mRNA-1 1083 363 687 741 1099 404 610 336 883 755 1206 926 545
BPAG_0001366001-mRNA-1 1129 478 1056 1137 1123 561 805 548 1143 779 1269 1075 864
BPAG_0001366101-mRNA-1 4282 1873 3809 3740 5678 2725 3517 2297 3420 2242 3758 2360 2480
BPAG_0001366201-mRNA-1 2510 1357 4100 2947 3121 1741 2591 2097 4290 2543 6700 3313 3448
BPAG_0001366301-mRNA-1 604 297 552 418 582 249 542 353 1627 1239 1001 433 286
BPAG_0001366401-mRNA-1 292 188 2776 1339 8302 5545 1440 1351 316 186 603 500 152
BPAG_0001366501-mRNA-1 150 50 205 247 809 381 266 180 1148 810 11112 5683 122
BPAG_0001366601-mRNA-1 458 978 1179 343 402 633 326 790 1394 362 1897 522 548
BPAG_0001366701-mRNA-1 1728 906 1548 2341 1591 622 1342 972 815 653 958 874 866
BPAG_0001366801-mRNA-1 12 61 88 16 13 42 6 36 48 12 51 10 69
BPAG_0001366901-mRNA-1 17 46 73 17 8 39 24 70 64 8 55 6 84
BPAG_0001367001-mRNA-1 336 107 122 147 212 97 173 106 624 401 2179 873 27
BPAG_0001367101-mRNA-1 216 103 233 124 200 126 100 99 140 59 121 70 31
BPAG_0001367201-mRNA-1 7 0 18 12 8 5 43 16 56 42 137 92 4
BPAG_0001367301-mRNA-1 29 12 24 6 19 46 21 24 47 20 94 27 13
BPAG_0001367401-mRNA-1 15 3 9 6 50 14 111 40 374 211 133 67 2
BPAG_0001367701-mRNA-1 13 3 90 57 30 8 59 29 399 79 48 22 4
BPAG_0001367801-mRNA-1 604 399 1002 576 583 557 460 502 1817 718 2236 1146 1122
BPAG_0001367901-mRNA-1 31365 13001 7562 8329 285 177 1557 991 980 1119 545 222 610
BPAG_0001368001-mRNA-1 292 128 26 32 27 8 4 8 3848 2149 97 44 2
BPAG_0001368101-mRNA-1 51 27 12 8 7 3 7 0 119 91 5 3 1865
BPAG_0001368201-mRNA-1 43 24 61 16 18 14 9 18 5 3 95 54 35
BPAG_0001368301-mRNA-1 807 428 2297 1425 988 408 1463 1410 907 474 403 172 132
BPAG_0001368501-mRNA-1 1450 603 1272 1089 1579 828 965 737 1934 1034 2301 1424 1521
BPAG_0001368601-mRNA-1 890 338 716 686 1025 484 765 474 1277 806 1064 722 549
BPAG_0001368701-mRNA-1 116 94 215 164 169 128 79 111 130 50 142 85 31
BPAG_0001368801-mRNA-1 1144 543 847 837 1171 687 728 540 1266 747 1826 1156 818
BPAG_0001368901-mRNA-1 274 79 43 67 62 39 46 35 27 31 70 15 17
BPAG_0001369001-mRNA-1 784 386 976 692 1145 792 962 685 2472 1277 1876 915 511
BPAG_0001369101-mRNA-1 91 29 56 58 106 53 71 44 437 396 87 49 29
BPAG_0001369201-mRNA-1 60 19 60 38 82 40 22 37 1396 669 31 16 42
BPAG_0001369301-mRNA-1 1450 744 1675 1147 1695 865 976 740 1768 1056 1980 1301 784
BPAG_0001369401-mRNA-1 730 382 691 704 695 291 451 329 822 609 1173 663 390
BPAG_0001369601-mRNA-1 5 2 26 6 3 14 1 6 145 25 71 33 73
BPAG_0001369901-mRNA-1 422 267 558 450 358 330 289 276 1278 761 1561 709 454
BPAG_0001370001-mRNA-1 2 1 0 2 4 4 1 1 1558 1356 20 10 0
BPAG_0001370101-mRNA-1 35 8 1710 96 385 112 108 564 645 80 1205 732 61
BPAG_0001370201-mRNA-1 303 139 268 135 171 112 176 169 586 235 198 92 186
BPAG_0001370301-mRNA-1 3 12 11 3 8 7 4 9 19 8 57 30 5
BPAG_0001370401-mRNA-1 1 1 3 1 2 0 0 0 2 6 1884 1093 0
BPAG_0001370501-mRNA-1 747 414 1962 1430 871 438 2778 1822 3821 2096 2534 749 85
BPAG_0001370601-mRNA-1 26 8 10 23 40 18 27 15 2280 1832 57 16 7
BPAG_0001370701-mRNA-1 625 323 682 592 635 332 588 448 1376 643 505 200 141
BPAG_0001370801-mRNA-1 639 206 369 461 483 228 265 135 101 63 205 190 271
BPAG_0001370901-mRNA-1 2823 822 445 509 2993 1601 185 87 45 35 50 36 44
BPAG_0001371001-mRNA-1 5141 3332 5640 2686 3218 2770 2394 2532 6898 3169 8864 4873 4830
BPAG_0001371101-mRNA-1 1085 406 769 769 1272 515 503 316 1371 974 4401 4185 925
BPAG_0001371201-mRNA-1 545 286 585 465 809 370 396 297 801 487 808 440 277
BPAG_0001371301-mRNA-1 12 3 12 10 89 55 155 92 827 498 114 66 11
BPAG_0001371401-mRNA-1 280 143 344 223 359 218 263 199 515 245 394 181 144
BPAG_0001371501-mRNA-1 1911 833 1977 1963 2134 787 1679 1000 4619 3276 2714 1604 1868
BPAG_0001371701-mRNA-1 1087 4679 6395 1046 1032 3894 836 3635 5966 906 7768 1406 2480
BPAG_0001371801-mRNA-1 760 292 663 725 1184 559 565 364 897 659 1446 1169 959
BPAG_0001371901-mRNA-1 4412 2249 4686 4120 5559 2571 3634 2455 7027 4859 4642 2205 4920
BPAG_0001372001-mRNA-1 17 4 17 13 59 45 59 40 63 30 2110 1014 24
BPAG_0001372101-mRNA-1 2119 1129 1189 1330 1607 652 1236 766 1540 1047 1356 930 764
BPAG_0001372201-mRNA-1 36 28 44 35 20 20 28 20 515 493 104 93 49
BPAG_0001372301-mRNA-1 191 91 301 208 201 96 191 130 564 345 537 384 219
BPAG_0001372401-mRNA-1 321 133 283 215 257 145 190 150 445 278 432 309 279
BPAG_0001372501-mRNA-1 97 36 130 109 208 83 98 51 82 63 36 13 25
BPAG_0001372601-mRNA-1 856 1109 1928 1179 1242 1583 1074 1230 2779 1121 1217 208 56
BPAG_0001372701-mRNA-1 12213 10112 19196 8494 16070 15506 11418 15024 22805 8229 13853 5058 6276
BPAG_0001372801-mRNA-1 1290 596 1261 1461 2384 1075 1493 907 1742 1233 1600 1033 850
BPAG_0001372901-mRNA-1 1727 1070 2257 1252 1334 1045 1043 944 1680 667 3922 2255 2322
BPAG_0001373001-mRNA-1 107 36 57 38 72 34 25 17 34 32 267 249 463
BPAG_0001373101-mRNA-1 17 20 30 1 2 17 1 5 19 6 181 47 222
BPAG_0001373401-mRNA-1 1170 618 1710 1525 2111 1053 1729 1193 2234 1495 1953 1005 561
BPAG_0001373501-mRNA-1 933 303 763 785 3180 1531 796 487 200 104 127 73 56
BPAG_0001373601-mRNA-1 167 95 178 111 161 113 110 100 183 115 385 183 85
BPAG_0001373801-mRNA-1 826 319 1125 1132 1604 612 1064 687 1723 1374 4340 2912 646
BPAG_0001374001-mRNA-1 7 0 6 5 2 2 1 1 1326 957 8 1 5
BPAG_0001374101-mRNA-1 83 23 120 92 305 136 206 171 1189 1088 73 40 15
BPAG_0001374301-mRNA-1 54 16 240 242 295 238 450 345 1146 495 554 215 416
BPAG_0001374401-mRNA-1 554 502 643 339 676 814 296 381 1400 505 1021 323 517
BPAG_0001374501-mRNA-1 213 96 475 486 1171 516 639 291 574 407 483 395 490
BPAG_0001374601-mRNA-1 37 23 23 20 11 12 13 6 10 6 25 13 32
BPAG_0001374701-mRNA-1 60 23 42 22 28 18 9 7 40 18 10 9 54
BPAG_0001374801-mRNA-1 27 9 28 35 29 24 16 10 67 27 27 23 8
BPAG_0001374901-mRNA-1 924 367 460 394 1146 580 332 264 573 223 765 265 325
BPAG_0001375001-mRNA-1 44 13 28 37 48 16 41 9 74 41 84 75 52
BPAG_0001375101-mRNA-1 14 6 13 7 14 3 13 4 11 15 87 53 31
BPAG_0001375201-mRNA-1 35 15 100 95 129 70 79 38 17 8 163 126 5
BPAG_0001375301-mRNA-1 72 48 85 27 40 54 13 21 38 8 48 37 194
BPAG_0001375401-mRNA-1 4 14 47 14 260 274 15 42 69 12 54 10 5
BPAG_0001375501-mRNA-1 677 280 2503 2097 5944 3418 1163 617 50 35 32 13 3
BPAG_0001375601-mRNA-1 8034 3876 7068 5705 82 29 8565 5365 1579 1597 1098 152 11
BPAG_0001375701-mRNA-1 10 1 3 4 12 8 2 0 11 11 527 305 6
BPAG_0001375801-mRNA-1 37 51 13 15 178 130 2 1 10 8 3 4 4
BPAG_0001375901-mRNA-1 263 804 5322 834 972 2531 817 2395 1546 221 934 284 119
BPAG_0001376001-mRNA-1 2 1 4 6 14 6 166 87 530 428 167 48 0
BPAG_0001376101-mRNA-1 6571 5426 10722 9377 18626 9648 15910 11155 12512 7802 3916 1189 636
BPAG_0001376201-mRNA-1 138 83 118 90 120 73 39 28 38 12 3212 1511 72
BPAG_0001376301-mRNA-1 61 25 30 33 33 15 12 3 17 4 546 414 20
BPAG_0001376501-mRNA-1 7 1 5 2 10 4 8 4 10 8 67 29 10
BPAG_0001376601-mRNA-1 145 219 712 132 160 345 123 300 593 113 1475 338 574
BPAG_0001376801-mRNA-1 669 1262 621 440 428 365 404 362 719 258 214 105 131
BPAG_0001376901-mRNA-1 19 3 5 11 12 3 5 2 6 3 111 58 2
BPAG_0001377101-mRNA-1 22 7 121 98 139 73 238 218 1139 530 2138 755 73
BPAG_0001377201-mRNA-1 118 249 292 72 78 123 69 105 156 45 191 71 35
BPAG_0001377301-mRNA-1 47 37 30 28 15 17 11 9 23 11 13 4 16
BPAG_0001377401-mRNA-1 1264 714 74 46 9 4 49 15 21 14 70 51 1
BPAG_0001377501-mRNA-1 0 0 0 1 2 0 0 1 343 247 40 21 0
BPAG_0001377601-mRNA-1 443 442 651 199 174 382 70 179 373 177 318 126 564
BPAG_0001377701-mRNA-1 2 82 71 1 2 22 1 14 30 1 27 6 97
BPAG_0001377801-mRNA-1 996 384 781 785 918 539 717 461 774 477 964 636 793
BPAG_0001377901-mRNA-1 234 1029 1675 174 611 2632 193 1144 2202 248 2778 477 870
BPAG_0001378001-mRNA-1 106 257 397 61 94 252 75 247 371 103 608 156 221
BPAG_0001378101-mRNA-1 48 24 170 252 469 185 396 280 56 52 183 118 23
BPAG_0001378201-mRNA-1 143 62 106 115 115 56 49 37 252 197 136 186 290
BPAG_0001378301-mRNA-1 9 5 14 10 10 2 17 11 2764 2453 78 45 20
BPAG_0001378401-mRNA-1 965 465 991 802 933 498 714 461 1655 1052 1713 972 698
BPAG_0001378501-mRNA-1 1883 680 1361 1339 1494 838 1080 772 2831 1763 2539 1538 1607
BPAG_0001378601-mRNA-1 388 229 354 282 254 158 172 128 769 479 754 478 302
BPAG_0001378701-mRNA-1 1 0 27 18 100 16 43 33 26 20 614 491 21
BPAG_0001378801-mRNA-1 148 48 197 174 221 100 187 122 207 186 285 172 75
BPAG_0001378901-mRNA-1 252 162 522 253 248 211 277 223 552 274 549 361 411
BPAG_0001379001-mRNA-1 334 215 280 232 184 141 204 161 549 325 423 194 249
BPAG_0001379101-mRNA-1 416 168 339 372 417 141 300 180 774 523 915 661 305
BPAG_0001379201-mRNA-1 1618 593 995 1051 928 631 920 578 1840 1171 2445 1348 1096
BPAG_0001379401-mRNA-1 49 26 31 16 19 6 4 8 18 14 0 1 1
BPAG_0001379501-mRNA-1 114 32 43 29 25 24 23 7 46 23 13 8 11
BPAG_0001379601-mRNA-1 1197 1212 1300 902 1119 985 1042 997 1193 568 545 216 258
BPAG_0001379701-mRNA-1 1194 612 1725 1154 1424 1069 978 981 2902 1437 2368 1225 1345
BPAG_0001379801-mRNA-1 1027 345 1823 1959 2847 965 2121 863 2591 2087 2082 1377 1861
BPAG_0001379901-mRNA-1 2888 1444 2246 2184 3485 1446 2019 1185 3417 2357 2768 1777 2030
BPAG_0001380001-mRNA-1 820 443 1027 996 1023 534 971 618 1963 1223 1852 1287 688
BPAG_0001380101-mRNA-1 313 210 311 285 302 175 255 173 395 198 493 244 233
BPAG_0001380201-mRNA-1 2469 1652 3338 2117 2591 1967 2185 2103 3979 1769 3993 1624 1678
BPAG_0001380301-mRNA-1 684 256 793 894 1109 397 762 421 918 785 709 445 788
BPAG_0001380401-mRNA-1 2246 969 1824 1509 2206 960 1513 958 3556 2242 2619 1541 780
BPAG_0001380501-mRNA-1 5653 2957 3508 3839 4924 2144 4576 2897 4018 2951 2945 1773 1236
BPAG_0001380601-mRNA-1 282 163 302 145 129 146 77 83 350 204 361 228 631
BPAG_0001380701-mRNA-1 732 258 521 602 690 252 478 248 1118 911 885 644 1182
BPAG_0001380801-mRNA-1 1454 613 1150 1438 1675 783 1272 724 2056 1359 1959 1188 1327
BPAG_0001380901-mRNA-1 273 149 313 174 222 159 137 177 450 278 316 151 231
BPAG_0001381001-mRNA-1 1658 872 3797 2876 3658 2206 4333 3644 7844 3876 3799 1590 1083
BPAG_0001381101-mRNA-1 73 35 147 87 167 87 87 78 274 152 204 100 90
BPAG_0001381201-mRNA-1 85 29 116 92 183 101 102 42 360 194 187 150 147
BPAG_0001381301-mRNA-1 45 29 26 27 24 9 15 9 2290 1627 76 36 21
BPAG_0001381401-mRNA-1 517 229 465 496 428 227 392 242 823 564 885 608 426
BPAG_0001381501-mRNA-1 2568 3593 4959 1839 2088 2963 1264 2372 5420 1450 9124 2711 4698
BPAG_0001381601-mRNA-1 2843 1278 2433 2536 3038 1424 1801 1421 3696 2605 3138 1492 1327
BPAG_0001381701-mRNA-1 290 708 1191 197 218 719 183 630 2403 375 2238 497 1034
BPAG_0001381801-mRNA-1 113447 41168 2947 5829 346 232 53 48 67 51 112 79 70
BPAG_0001381901-mRNA-1 2407 981 7 6 244 187 40 25 18 18 6 10 14
BPAG_0001382001-mRNA-1 490 274 567 388 506 371 330 286 1769 892 1661 717 804
BPAG_0001382101-mRNA-1 1582 666 1807 1882 2171 886 1500 936 2729 1977 2161 1477 1239
BPAG_0001382201-mRNA-1 545 221 483 547 518 264 361 221 734 578 1705 1154 309
BPAG_0001382301-mRNA-1 842 447 670 813 900 417 546 376 1962 1107 7235 3770 721
BPAG_0001382401-mRNA-1 280 91 253 432 436 155 492 255 506 300 480 301 291
BPAG_0001382501-mRNA-1 830 362 586 564 582 276 472 290 989 648 722 455 770
BPAG_0001382601-mRNA-1 2770 1009 1582 1463 1878 763 1164 722 1698 987 2079 1605 1200
BPAG_0001382701-mRNA-1 544 352 619 486 432 284 335 277 517 259 812 434 467
BPAG_0001382801-mRNA-1 901 345 1119 1055 1511 653 996 591 1393 1009 1241 955 745
BPAG_0001382901-mRNA-1 148 91 481 466 280 95 601 538 272 180 346 200 24
BPAG_0001383001-mRNA-1 318 184 462 303 372 184 234 215 623 436 492 349 172
BPAG_0001383101-mRNA-1 2147 701 1717 1715 1662 899 1244 943 2769 1705 3742 2551 2150
BPAG_0001383201-mRNA-1 70 58 76 29 23 34 8 15 399 229 452 261 362
BPAG_0001383301-mRNA-1 35 11 53 51 58 33 110 65 112 60 21 9 5
BPAG_0001383401-mRNA-1 459 193 178 168 304 152 294 203 216 124 950 873 347
BPAG_0001383501-mRNA-1 291 117 110 80 196 93 36 29 185 125 264 192 232
BPAG_0001383601-mRNA-1 301 90 166 196 242 107 169 92 218 157 543 372 205
BPAG_0001383701-mRNA-1 754 333 845 776 1099 425 690 421 835 566 1304 1012 583
BPAG_0001383801-mRNA-1 458 382 852 393 408 483 353 506 799 277 1977 680 958
BPAG_0001383901-mRNA-1 244 86 431 377 397 215 285 223 1100 841 725 402 311
BPAG_0001384001-mRNA-1 120 65 52 47 48 30 114 75 608 364 96 63 92
BPAG_0001384101-mRNA-1 554 281 879 508 666 422 588 557 1199 796 1939 1138 500
BPAG_0001384201-mRNA-1 407 256 183 129 402 314 181 190 1686 823 423 180 210
BPAG_0001384301-mRNA-1 483 168 348 398 913 392 585 275 526 398 590 348 338
BPAG_0001384401-mRNA-1 117 91 141 47 89 106 41 46 408 237 71 30 49
BPAG_0001384501-mRNA-1 18806 35844 34881 5761 17581 39261 5841 17255 21063 4166 11681 2312 2669
BPAG_0001384601-mRNA-1 21 78 160 19 49 122 38 120 178 21 229 38 63
BPAG_0001384701-mRNA-1 13 9 23 10 21 17 18 11 23 11 94 53 19
BPAG_0001384801-mRNA-1 32 26 59 42 45 32 42 27 41 28 24 13 48
BPAG_0001384901-mRNA-1 433 343 915 365 573 522 333 449 987 421 1059 517 460
BPAG_0001385001-mRNA-1 1677 960 1874 1361 2016 926 1971 1443 1927 1217 3231 1568 1122
BPAG_0001385101-mRNA-1 30 1057 1436 21 14 1173 15 605 742 7 293 3 103
BPAG_0001385201-mRNA-1 43 30 34 33 161 87 16 11 12 4 7 3 12
BPAG_0001385301-mRNA-1 296 139 929 763 10391 5588 2492 1620 1295 803 1083 622 140
BPAG_0001385401-mRNA-1 22 16 20 53 24 19 14 2 926 750 7 4 8
BPAG_0001385601-mRNA-1 1380 1265 1352 1178 1232 866 1114 855 1734 1183 729 450 250
BPAG_0001385701-mRNA-1 804 532 1136 558 737 626 559 486 1490 730 2827 1397 1115
BPAG_0001385801-mRNA-1 1 1 3 0 0 3 3 2 65 34 11 3 6
BPAG_0001385901-mRNA-1 623 242 806 599 1134 606 587 389 1350 891 1549 957 617
BPAG_0001386001-mRNA-1 2746 1068 1930 1696 6232 3658 1553 1089 2123 1411 1548 1090 723
BPAG_0001386101-mRNA-1 36 18 31 22 85 47 27 19 18 9 14 16 15
BPAG_0001386201-mRNA-1 3 3 9 4 3 5 0 4 657 572 6 6 6
BPAG_0001386301-mRNA-1 13 4 12 16 166 38 11 9 3883 2993 22 9 10
BPAG_0001386401-mRNA-1 173 116 185 114 361 276 98 91 251 148 463 208 216
BPAG_0001386501-mRNA-1 186 61 97 55 101 71 40 35 28 19 55 58 4
BPAG_0001386601-mRNA-1 10 6 18 12 6 3 5 3 3 1 343 181 2
BPAG_0001386701-mRNA-1 1623 600 1285 1175 1342 629 982 630 1950 1355 3076 2147 1245
BPAG_0001386801-mRNA-1 7559 6486 8353 3288 3884 4555 2644 4078 8635 2603 12393 5010 6729
BPAG_0001386901-mRNA-1 664 481 968 599 677 644 538 557 1268 453 1436 708 1034
BPAG_0001387001-mRNA-1 954 407 806 868 969 464 792 427 1329 951 1325 933 769
BPAG_0001387201-mRNA-1 68 93 149 29 21 55 10 24 183 55 90 64 138
BPAG_0001387301-mRNA-1 1498 663 934 492 1109 633 218 262 1407 696 700 640 1259
BPAG_0001387401-mRNA-1 57 32 62 58 58 26 46 34 33 28 45 38 46
BPAG_0001387501-mRNA-1 60 17 57 62 55 17 42 41 34 26 97 43 37
BPAG_0001387601-mRNA-1 1074 659 2202 1303 1365 789 1116 1106 2384 1296 2907 1392 1351
BPAG_0001387701-mRNA-1 33 12 47 32 45 23 16 8 64 52 304 124 0
BPAG_0001387801-mRNA-1 492 216 612 550 975 418 600 398 702 551 944 628 221
BPAG_0001387901-mRNA-1 654 337 905 667 1011 607 764 565 1081 788 1546 985 365
BPAG_0001388001-mRNA-1 139 71 94 99 35 30 36 34 12 9 124 55 3
BPAG_0001388101-mRNA-1 229 89 1781 892 1232 917 798 827 1248 749 1212 703 65
BPAG_0001388201-mRNA-1 25 30 50 17 7 20 5 13 14 6 150 49 98
BPAG_0001388301-mRNA-1 55 26 59 19 23 24 23 36 24 7 137 50 92
BPAG_0001388401-mRNA-1 6935 2689 2667 1929 2265 1016 3081 2088 1851 1098 967 507 1331
BPAG_0001388501-mRNA-1 928 300 440 586 456 183 312 249 421 287 858 501 541
BPAG_0001388601-mRNA-1 5198 3663 4770 3602 5422 3080 2750 2551 3968 2353 2383 695 1528
BPAG_0001388701-mRNA-1 54 40 62 25 23 35 13 26 96 26 84 13 92
BPAG_0001388801-mRNA-1 651 285 578 676 453 301 544 332 261 153 923 439 380
BPAG_0001388901-mRNA-1 18 8 22 23 35 20 51 25 28 23 52 56 56
BPAG_0001389101-mRNA-1 81 8 56 57 85 29 97 57 70 26 64 44 16
BPAG_0001389301-mRNA-1 173 91 255 174 193 175 196 143 480 228 535 272 177
BPAG_0001389401-mRNA-1 304 119 1263 616 3735 2058 737 538 132 88 92 40 15
BPAG_0001389501-mRNA-1 509 686 912 207 269 513 223 454 705 184 1771 422 606
BPAG_0001389601-mRNA-1 1419 559 619 564 1967 713 339 211 103 47 210 109 96
BPAG_0001389701-mRNA-1 13 5 3 7 10 4 0 1 949 810 38 19 3
BPAG_0001389801-mRNA-1 37 16 9 26 2263 415 14 12 110 84 187 216 10
BPAG_0001390001-mRNA-1 5 1 22 19 16 6 14 3 53 30 113 58 141
BPAG_0001390301-mRNA-1 8 2 4 7 5 4 3 0 7088 5522 43 20 4
BPAG_0001390401-mRNA-1 179 87 275 259 312 187 285 214 718 480 532 286 134
BPAG_0001390501-mRNA-1 44 18 58 64 104 43 50 37 7196 6124 119 72 40
BPAG_0001390601-mRNA-1 11 5 16 10 424 327 3 7 14 3 669 335 126
BPAG_0001390701-mRNA-1 620 1061 1532 433 340 617 244 615 2200 775 548 163 923
BPAG_0001390801-mRNA-1 1300 724 989 618 219 146 753 651 1404 721 592 230 327
BPAG_0001390901-mRNA-1 15 6 51 43 12 8 12 9 309 300 614 315 11
BPAG_0001391001-mRNA-1 846 334 631 491 55 20 240 190 4351 3234 247 102 205
BPAG_0001391101-mRNA-1 32 9 15 17 19 11 4 4 6 3 54 49 50
BPAG_0001391201-mRNA-1 1447 1107 2132 977 1221 1400 924 1031 3682 1268 3073 1387 1622
BPAG_0001391301-mRNA-1 3 1 3 5 6 1 4 3 2613 2127 11 1 10
BPAG_0001391401-mRNA-1 5 4 5 10 12 4 14 4 4312 3008 42 13 5
BPAG_0001391501-mRNA-1 1286 1058 1384 682 800 630 523 752 599 281 817 601 161
BPAG_0001391701-mRNA-1 2070 985 2293 1636 2054 1268 1590 1174 2594 1347 2780 1598 2022
BPAG_0001391801-mRNA-1 763 314 898 891 800 386 634 441 1587 1074 1429 892 788
BPAG_0001391901-mRNA-1 648 305 1052 842 995 521 792 546 7743 4962 3454 1692 779
BPAG_0001392001-mRNA-1 40 18 48 40 24 15 21 23 15 15 25 26 10
BPAG_0001392401-mRNA-1 820 320 1177 1160 3700 1586 1662 928 1536 1085 1353 822 259
BPAG_0001392501-mRNA-1 178 56 165 230 2710 1266 66 50 137 98 1595 2096 88
BPAG_0001392601-mRNA-1 126 100 565 192 427 673 365 553 1904 609 788 288 154
BPAG_0001392801-mRNA-1 1554 667 1580 1419 1801 834 1135 792 3435 2065 3024 2042 1553
BPAG_0001392901-mRNA-1 1 0 0 0 0 1 0 0 418 301 3 0 2
BPAG_0001393001-mRNA-1 2 0 3 0 20 13 2 0 4 4 482 348 2
BPAG_0001393101-mRNA-1 4 0 4 6 57 28 2 3 11 12 1145 861 7
BPAG_0001393201-mRNA-1 4987 2597 861 701 910 670 590 403 620 301 875 497 565
BPAG_0001393301-mRNA-1 3 0 2 0 5 3 1 0 73 83 3 8 8
BPAG_0001393501-mRNA-1 675 465 796 377 614 527 253 310 645 278 953 348 605
BPAG_0001393601-mRNA-1 321 111 241 188 360 179 147 109 224 138 343 85 525
BPAG_0001393801-mRNA-1 680 367 506 523 464 492 305 194 249 110 665 282 420
BPAG_0001393901-mRNA-1 221 143 452 268 381 285 369 321 436 217 660 318 349
BPAG_0001394001-mRNA-1 860 458 1216 1038 1086 633 894 638 3086 1924 1926 971 861
BPAG_0001394101-mRNA-1 3592 1471 4521 4586 4771 2111 3609 2460 4789 3590 3974 2167 7630
BPAG_0001394201-mRNA-1 93 46 329 140 154 195 138 227 495 260 382 151 23
BPAG_0001394301-mRNA-1 760 258 701 741 1185 461 617 308 659 408 1140 968 656
BPAG_0001394401-mRNA-1 619 342 910 826 1052 520 783 505 1019 597 946 691 397
BPAG_0001394601-mRNA-1 34 26 35 21 32 16 12 13 49 47 194 147 4
BPAG_0001394701-mRNA-1 0 0 0 0 0 1 0 1 675 400 1 0 0
BPAG_0001394801-mRNA-1 5 0 0 3 14 0 0 0 304 258 72 98 0
BPAG_0001394901-mRNA-1 515 304 535 348 633 640 250 309 538 272 1487 604 785
BPAG_0001395001-mRNA-1 2206 1170 1435 1391 1449 770 925 692 738 412 408 223 227
BPAG_0001395201-mRNA-1 31 8 13 22 26 10 19 5 3746 3317 33 16 3
BPAG_0001395301-mRNA-1 31 14 97 65 32 13 70 45 179 126 39 15 14
BPAG_0001395401-mRNA-1 736 429 725 603 583 309 570 417 1231 826 1501 935 805
BPAG_0001395501-mRNA-1 103 38 61 81 66 43 74 35 263 263 64 45 26
BPAG_0001395601-mRNA-1 830 642 953 606 622 527 424 411 1126 560 2495 1192 1381
BPAG_0001395901-mRNA-1 2125 1627 1995 1298 1137 1087 966 987 2375 1057 5086 2303 1867
BPAG_0001396001-mRNA-1 1015 399 1453 1500 1899 652 1825 758 1688 1296 2082 1478 1971
BPAG_0001396101-mRNA-1 1658 722 2054 1674 2415 933 1634 1056 2344 1675 3264 2577 1458
BPAG_0001396201-mRNA-1 193 74 46 52 76 31 42 31 80 50 105 77 52
BPAG_0001396301-mRNA-1 1501 500 1695 1514 2166 812 1291 814 1709 1550 2006 967 3562
BPAG_0001396401-mRNA-1 2205 785 3398 3272 4200 1698 2553 1518 3662 3116 3288 1848 7604
BPAG_0001396501-mRNA-1 2626 1063 1994 2111 2056 1124 1695 1048 1939 1223 3923 2628 2119
